cantidad_solicitada,n_solicitado,modelo,prompt_id,prompt_corto,id,producto,categoria,resena,sentimiento,largo_palabras,archivo_origen,metodo_extraccion
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,19,Lavadora LG WM3975HW,Lavadoras y secadoras,Funciona muy bien y lavado rápido.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
20,20,mistral:latest,prompt_1_electronicos,Electrónicos,20,Fotoeléctrica Philips Hue White Starter Kit,Fotoeléctricas,Cambio de color perfecto y funciona bien.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_20gen.txt,json_reparado_por_objetos
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,1,Smartphone Samsung S21,Móvil,"Excelente calidad de imagen, diseño atractivo y alto rendimiento.",POSITIVO,9,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,2,Tablet iPad Pro,Tableta,"Una tableta potente y fácil de usar, pero costosa.",NO_IDENTIFICADO,9,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,3,Audífono Bluetooth JBL,Audio,Sonido potente y comodidad confortable.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,4,Portátil Dell XPS 13,PC Portátil,Excelente rendimiento y diseño elegante.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,5,Auriculares de gama alta Bose,Audio,Premium sonido y comodidad excelente.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,6,Smartwatch Fitbit Versa 3,Smartwatch,Función útil y diseño atractivo.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,7,Cámara Nikon D5600,Fotografía,Control manual fácil y excelente calidad de imagen.,POSITIVO,8,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,8,Teclado mecánico Razer,Juegos,Respuesta rápida y comodidad excelente.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,9,Headset para juego SteelSeries Arctis Pro,Juegos,Sonido excelente y comodidad confortable.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,10,Laptop MacBook Pro M1,PC Portátil,Rendimiento potente y diseño elegante.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,11,Auriculares Sony WH-1000XM4,Audio,Cancela ruido efectivamente y buen sonido.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,12,Celular Samsung Galaxy A52,Móvil,Rendimiento y diseño atractivo.,POSITIVO,4,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,13,Drone DJI Mini 2,Cámaras,Fácil de usar y calidad de imagen buena.,POSITIVO,8,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,14,Impresora Epson ET-2750,Impresión,Alta calidad de impresión y fácil de usar.,POSITIVO,8,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,15,Router TP-Link Archer AX6000,Red inalámbrica,Velocidad de conexión rápida y cobertura amplia.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,16,Gafas inteligentes Google Glass,Tecnología,Innovación y comodidad.,POSITIVO,3,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,17,Audífono Bluetooth AirPods Pro,Audio,Sonido excelente y cancelación de ruido.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,18,Smartwatch Apple Watch SE,Smartwatch,Función útil y diseño atractivo.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,19,Celular Motorola Moto G Power,Móvil,Batería duradera y rendimiento bueno.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,20,Cámara de acción GoPro Hero 9,Cámaras,Calidad de video excelente y fácil de usar.,POSITIVO,8,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,21,Impresora HP OfficeJet Pro 9025,Impresión,Alta calidad de impresión y rápida.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,22,Router Netgear Orbi RBK50,Red inalámbrica,Velocidad de conexión rápida y cobertura amplia.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,23,Smartwatch Garmin Venu,Smartwatch,Monitor de salud y deporte útil.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,24,Celular Samsung Galaxy Z Fold2,Móvil,Innovación y alta calidad.,POSITIVO,4,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,25,Laptop Lenovo IdeaPad Flex 5G,PC Portátil,Rendimiento potente y funcional.,POSITIVO,4,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,26,Auriculares Jabra Elite Active 75t,Audio,Sonido excelente y cancelación de ruido efectiva.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,27,Headset para juego Logitech G Pro X,Juegos,Sonido excelente y comodidad confortable.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,28,Smartphone Xiaomi Mi11,Móvil,Rendimiento excelente y diseño atractivo.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,29,Cámara GoPro Max,Cámaras,Calidad de video excelente y funcional.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,30,Impresora HP OfficeJet Pro 8720,Impresión,Alta calidad de impresión y rápida.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,31,Router Asus RT-AX86U,Red inalámbrica,Velocidad de conexión rápida y cobertura amplia.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,32,Smartwatch Samsung Galaxy Watch Active 2,Smartwatch,Monitor de salud y deporte útil.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,33,Celular Samsung Galaxy S20 FE,Móvil,Rendimiento y diseño atractivo.,POSITIVO,4,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,34,Cámara de seguridad Blink Mini,Seguridad,Easy to use and high quality video.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,35,Impresora Epson WorkForce WF-3740,Impresión,Alta calidad de impresión y rápida.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,36,Router Netgear Nighthawk AX8,Red inalámbrica,Velocidad de conexión rápida y cobertura amplia.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,37,Smartwatch Fossil Gen 5,Smartwatch,Función útil y diseño atractivo.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,38,Celular OnePlus 9 Pro,Móvil,Alta calidad y rendimiento.,POSITIVO,4,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,39,Auriculares Bose QuietComfort Earbuds,Audio,Excelente sonido y comodidad.,POSITIVO,4,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,40,Headset para juego Razer BlackShark V2,Juegos,Sonido excelente y comodidad confortable.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,41,Smartphone Xiaomi Redmi Note 9,Móvil,Rendimiento bueno y diseño atractivo.,POSITIVO,5,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,42,Cámara Instax Mini 11,Fotografía,Funcionalidad fácil y calidad de imagen buena.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,43,Impresora Canon Pixma TR8520,Impresión,Alta calidad de impresión y rápida.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,44,Router TP-Link Deco X60,Red inalámbrica,Velocidad de conexión rápida y cobertura amplia.,POSITIVO,7,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
50,50,mistral:latest,prompt_1_electronicos,Electrónicos,45,Smartwatch Garmin Vivoactive 4,Smartwatch,Monitor de salud y deporte útil.,POSITIVO,6,results\mistral_latest_prompt_1_electronicos_50gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,1,Nivea Crème,Crema corporal,"Una clásica, muy húmeda y rica. Ideal para proteger la piel durante el invierno.",POSITIVO,14,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,2,Palmer's Cocoa Butter,Crema corporal,Muy nutritiva y suave. Mantiene la piel tenera durante todo el año.,POSITIVO,12,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,3,Neutrogena Hydro Boost,Crema facial,Aguas frescas y crema húmeda. Mejora la apariencia de mi piel.,POSITIVO,11,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,4,Maybelline Super Stay,Maquillaje facial,Me encanta su duración. Muy fácil de aplicar y no se mancha.,POSITIVO,12,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,5,TRESemmé Shampoo,Shampoo,Limpia el cabello y le da brillo. Mejora la textura.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,6,Dove Antiperspirante,Antiperspirante,Bajo precio y efectivo. Muy suave en la piel.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,7,Clinique Mascara,Maquillaje ojos,Muy volumetrica y duradera. Mejora la apariencia de mis pestañas.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,8,Elizabeth Arden Toner,Tonificador,Me siente refrescante y se absorbe rápidamente.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,9,L'Oréal Serum,Serum facial,Mejora la apariencia de mi piel pero toma un tiempo para absorberse.,NEUTRO,12,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
10,10,mistral:latest,prompt_2_belleza,Belleza,10,Olay Antienvejecimiento,Crema facial,No me ha tenido mucha influencia en mi apariencia. Es un poco pesada.,NEGATIVO,13,results\mistral_latest_prompt_2_belleza_10gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,1,Shampoo Pantene Pro-V,Cuidado de cabello,Este shampoo me hace el cabello brillante y fácilmente peinable.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,2,Gel de manos Dove,Cuidado personal,Me queda la piel suave y sin olor.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,3,Bálsamo Labello Rose Petal,Cuidado personal,El aroma es hermoso y me protege de las sequedades.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,4,Mascarilla faccial Neutrogena,Cuidado facial,Me hace el rostro más suave y limpio.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,5,Barrilla Dove,Cuidado personal,Es muy suave y me hace la barrilla limpia.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,6,Sabón OxiClean,Límpieza de ropa,Quita las manchas con facilidad.,POSITIVO,5,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,7,Batido facial Olay Regenerist,Cuidado facial,Me hace el rostro más joven y fresco.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,8,Mascara Maybelline Lash Sensational,Maquillaje,Me hace las pestanyas más visibles y naturales.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,9,Crema facial Neutrogena Hydro Boost,Cuidado facial,Me ayuda a mantener la hidratación del rostro.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,10,Sabón Dove Para Cuerpo,Cuidado personal,Tiene un aroma agradable y me hace el cuerpo limpio.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,11,Batido facial St. Ives Apricot Scrub,Cuidado facial,Me ayuda a exfoliar el rostro y quita la grasa.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,12,Bálsamo Labello Coconut Sun Kissed,Cuidado personal,El aroma es muy agradable y me protege de las sequedades.,POSITIVO,11,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,13,Mascara L'Oréal Paris Voluminous,Maquillaje,Me hace las pestanyas más visibles y naturales.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,14,Bálsamo Labello Vanilla & Brown Sugar,Cuidado personal,El aroma es muy agradable y me protege de las sequedades.,POSITIVO,11,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,15,Sabón Dove Para Cuerpo Sensitivo,Cuidado personal,Es muy suave y me ayuda a lidiar con la sensibilidad de mi piel.,POSITIVO,14,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,16,Mascarilla faccial Olay Regenerist,Cuidado facial,Me hace el rostro más suave y fresco.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,17,Bálsamo Labello Coconut Sun Kissed,Cuidado personal,El aroma es muy agradable y me protege de las sequedades.,POSITIVO,11,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,18,Mascara L'Oréal Paris Telescopic,Maquillaje,Me hace las pestanyas más visibles y naturales.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,19,Batido facial St. Ives Apricot Scrub,Cuidado facial,Me ayuda a exfoliar el rostro y quita la grasa.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
20,20,mistral:latest,prompt_2_belleza,Belleza,20,Sabón Dove Para Cuerpo,Cuidado personal,Tiene un aroma agradable y me hace el cuerpo limpio.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_20gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,1,Shampoo L'Oréal Elvive,Cuidado cabello,Muy efectivo y suave para el pelo seco. Recomendado.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,2,Aceite de arándano rojo Burt's Bees,Cuidado cara,Satisfactorio. Mejora la apariencia de la piel seca.,NEUTRO,8,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,3,Mascarilla de barro Origins,Cuidado cara,Excelente resultado. Mejora la textura y brillo de mi piel.,POSITIVO,10,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,4,Crema facial Olay,Cuidado cara,Mejora la humedad de mi piel seca.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,5,Batón de maquillaje Maybelline,Maquillaje,Fácil de usar y seco rápido.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,6,Lipstick MAC,Maquillaje,Color vivo y duradero.,POSITIVO,4,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,7,Crema de uñas OPI,Uñas,Mejora la calidad de mis uñas.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,8,Bálsamo para labios Burt's Bees,Cuidado cara,Húmedo y protector para los labios secos.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,9,Jabón de baño Dove,Cuidado personal,Mejora el olor y la suavidad de mi piel.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,10,Aceite de coco Coconut Oil,Cuidado personal,Una excelente opción para el cuidado general.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,11,Spray antiperspirante Dove,Cuidado personal,Mejora la olor y la duración.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,12,Piel de limón Dial,Cuidado personal,Fácil de usar y efectivo.,POSITIVO,5,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,13,Mascara Benefit They're Real!,Maquillaje,Mejora la longitud y volumen de mis cilios.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,14,Mascara Maybelline Lash Sensational,Maquillaje,Mejora la apariencia de mis cilios.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,15,Lip balm ChapStick,Cuidado cara,Mejora la humedad de mis labios secos.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,16,Crema para cicatrices Neutrogena,Cuidado cara,Reduce la visibilidad de mis cicatrices.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,17,Aceite de arándano rojo Burt's Bees,Cuidado personal,Mejora la calidad de mi piel seca.,NEUTRO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,18,Aceite de arándano rojo The Body Shop,Cuidado personal,Mejora la suavidad y brillantez de mi piel.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,19,Crema facial St. Ives,Cuidado cara,Mejora la humedad de mi piel seca.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,20,Lavado facial Neutrogena,Cuidado cara,Mejora la limpieza y el equilibrio de mi piel.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,21,Mascarilla de barro L'Oréal,Cuidado cara,Mejora la textura y brillo de mi piel.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,22,Crema facial Olay,Cuidado cara,Mejora la humedad y la suavidad de mi piel.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,23,Crema para cicatrices Neutrogena,Cuidado cara,Mejora la visibilidad de mis cicatrices.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,24,Mascara Maybelline Lash Sensational,Maquillaje,Mejora la apariencia de mis cilios.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,25,Batón de maquillaje Maybelline,Maquillaje,Fácil de usar y seco rápido.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,26,Crema para uñas OPI,Uñas,Mejora la calidad de mis uñas.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,27,Bálsamo para labios Burt's Bees,Cuidado cara,Húmedo y protector para los labios secos.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,28,Bálsamo para labios Vaseline,Cuidado cara,Húmedo y protector para los labios secos.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,29,Jabón de baño Dove,Cuidado personal,Mejora el olor y la suavidad de mi piel.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,30,Aceite de coco Coconut Oil,Cuidado personal,Una excelente opción para el cuidado general.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,31,Spray antiperspirante Dove,Cuidado personal,Mejora la olor y la duración.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,32,Piel de limón Dial,Cuidado personal,Fácil de usar y efectivo.,POSITIVO,5,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,33,Mascara Benefit They're Real!,Maquillaje,Mejora la longitud y volumen de mis cilios.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,34,Lipstick MAC,Maquillaje,Color vivo y duradero.,POSITIVO,4,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,35,Crema para uñas OPI,Uñas,Mejora la calidad de mis uñas.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,36,Bálsamo para labios Burt's Bees,Cuidado cara,Húmedo y protector para los labios secos.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,37,Jabón de baño Dove,Cuidado personal,Mejora el olor y la suavidad de mi piel.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,38,Aceite de coco Coconut Oil,Cuidado personal,Una excelente opción para el cuidado general.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,39,Spray antiperspirante Dove,Cuidado personal,Mejora la olor y la duración.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,40,Piel de limón Dial,Cuidado personal,Fácil de usar y efectivo.,POSITIVO,5,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,41,Mascara Benefit They're Real!,Maquillaje,Mejora la longitud y volumen de mis cilios.,POSITIVO,8,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,42,Lipstick MAC,Maquillaje,Color vivo y duradero.,POSITIVO,4,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,43,Crema para uñas OPI,Uñas,Mejora la calidad de mis uñas.,POSITIVO,6,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,44,Bálsamo para labios Burt's Bees,Cuidado cara,Húmedo y protector para los labios secos.,POSITIVO,7,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
50,50,mistral:latest,prompt_2_belleza,Belleza,45,Jabón de baño Dove,Cuidado personal,Mejora el olor y la suavidad de mi piel.,POSITIVO,9,results\mistral_latest_prompt_2_belleza_50gen.txt,json_completo
10,10,mistral:latest,prompt_3_hogar,Hogar,1,Sarten Teflon,Cocina,Muy facil de limpiar y resiste el desgaste.,POSITIVO,8,results\mistral_latest_prompt_3_hogar_10gen.txt,json_completo
10,10,mistral:latest,prompt_3_hogar,Hogar,2,Lavadora LG,Hogar,Toma mucho tiempo en lavar y secar.,NEGATIVO,7,results\mistral_latest_prompt_3_hogar_10gen.txt,json_completo
10,10,mistral:latest,prompt_3_hogar,Hogar,3,Sillon IKEA,Hogar,"Comfortable y elegante, perfecto para la casa.",POSITIVO,7,results\mistral_latest_prompt_3_hogar_10gen.txt,json_completo
10,10,mistral:latest,prompt_3_hogar,Hogar,4,Maquina de café Keurig,Cocina,Prepara café rápido y delicioso.,POSITIVO,5,results\mistral_latest_prompt_3_hogar_10gen.txt,json_completo
